Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
JAVA,Advanced Java Programming and Web Development,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-java-programming-and-web-development-xl6zx,,,,
JAVA,Use Java APIs to sort and search a collection of data,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/use-java-apis-to-sort-and-search-a-collection-of-data,,,,
JAVA,Create a Record of Students using Abstraction in Java,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/create-a-record-of-students-using-abstraction-in-java,,,,
JAVA,Java Programming: Build a Recommendation System,4.7,"30,243",94%,5 modules,"5
Reviewed on Nov 30, 2020
This is a big challenge. If you decide to take the call, be prepared to learn a lot, struggle, have fun, and don't walk away once you get started. Great experience!","5
Reviewed on Sep 17, 2018
Challenging, but I feel that I learned a lot about programming. I'm looking forward to the UCSD intermediate programming course.","5
Reviewed on Nov 2, 2021
I really enjoyed this course, it was fantastic, the lecturers explained well.
Please come and enroll for this course, it was great and there was alot of interaction between other learners",https://www.coursera.org/learn/java-programming-recommender,,,,
JAVA,Introduction à la programmation orientée objet (en Java),4.8,"30,314",96%,7 modules,"5
Reviewed on May 15, 2021
Les bases importantes de l'orienté objet y sont bien expliquées et il y a une progression assez naturelle.","5
Reviewed on Oct 24, 2017
Cours excellent. Permet d'acquérir de solides bases.
A conseiller à quiconque souhaite aborder le langage Java.","5
Reviewed on Mar 25, 2021
Super cours, je le recommande fortement. S'il était possible d'avoir une formation d'introduction au JEE.",https://www.coursera.org/learn/programmation-orientee-objet-java,,,,
JAVA,Projet de programmation (en Java),4.8,"6,220",N/A,7 modules,"5
Reviewed on Jul 6, 2019
Super cours pour apprendre progressivement les bases du design orienté objet.
Les encadrants sont souvent disponibles pour aider.","5
Reviewed on Dec 6, 2019
Très bon cours, on progresse bien accompagné par les PDF.
Manque peut-être juste un module pour apprendre à contrôler son propre code.

Merci pour ce MOOC.
Read more",N/A,https://www.coursera.org/learn/projet-programmation-java,,,,
JAVA,Database Management with Java and SQL,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/database-management-with-java-and-sql,,,,
JAVA,Les Expressions Lambda et Java,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/les-expressions-lambda-et-java,,,,
JAVA,Create a Supermarket app using OOP Features in Java,N/A,"1,881",N/A,Guided Project,"4
Reviewed on Jun 29, 2021
Good first intro into OOP. Explanations remain fairly high level and I had some issues with the interface used (the coding section kept automatically hiding)",N/A,N/A,https://www.coursera.org/projects/oop-java-supermarket,,,,
JAVA,Build a Fast Typing Game using Java Swing,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/build-a-fast-typing-game-using-java-swing,,,,
JAVA,"Learn to Teach Java: Boolean Expressions, If Statements, and Iteration",N/A,"1,825",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/teach-java-boolean-expressions-if-statements-iteration,,,,
JAVA,Core Java - Multithreading and Classes,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/core-java-multithreading-and-classes,,,,
JAVA,Foundations of Selenium WebDriver and Java for Automation,N/A,N/A,N/A,13 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-foundations-of-selenium-webdriver-and-java-for-automation-j6khz,,,,
JAVA,Computer Science: Programming with a Purpose,4.7,"427,282",93%,10 modules,"5
Reviewed on Jun 16, 2021
Can't wait to get into the second part of the course. The best programming course ever provided for free of cost. The techniques used are backed by mathematical thinking. It is just awesome.","5
Reviewed on Sep 6, 2020
It was a beautiful course. I gained a ton of understanding of the structures of programming (especially OOP). And could become proficient in Java language, which is great.","5
Reviewed on May 20, 2020
It did not just teach coding, but taught efficient coding and how to think about performance issues, and separation of program parts into objects",https://www.coursera.org/learn/cs-programming-java,,,,
JAVA,Perform basic data analysis tasks using Java streams,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/basic-data-analysis-java-streams,,,,
JAVA,Java Data Access - SQL Primer,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/java-database-connectivity-sql-primer,,,,
JAVA,"Parallel, Concurrent, and Distributed Programming in Java Specialization",4.6,"26,691",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/pcdp,,,,
JAVA,Java EE Essentials: Best Practices for Enterprise Solutions,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/java-ee-essentials-best-practices-for-enterprise-solutions,,,,
JAVA,Mastering Selenium WebDriver and Java Fundamentals,N/A,N/A,N/A,21 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-mastering-selenium-webdriver-and-java-fundamentals-kb9ib,,,,
JAVA,Selenium WebDriver 4 with Java - Zero To Hero Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-selenium-webdriver-4-with-java-zero-to-hero,,,,
JAVA,Java Multithreading and Parallel Programming Masterclass,N/A,N/A,N/A,9 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-java-multithreading-and-parallel-programming-masterclass-ko8it,,,,
JAVA,Java Multi-Threading Mastery: From Basics to Advanced,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/java-multi-threading-mastery-from-basics-to-advanced,,,,
JAVA,Create a Supermarket app using Java OOP,N/A,"7,023",N/A,Guided Project,"5
Reviewed on May 25, 2021
Thank you so much, brief, clear and directly to heart of the information","5
Reviewed on Nov 3, 2020
The short project was thrilling. The instructor made the making of the supermarket app seem very easy. Thanks Coursera.",N/A,https://www.coursera.org/projects/java-oop-supermarket-app,,,,
JAVA,Android App Development Specialization,4.4,"108,949",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/android-app-development,,,,
JAVA,Exploiting and Securing Vulnerabilities in Java Applications,4.4,"8,041",N/A,4 modules,"5
Reviewed on Jun 23, 2020
Excellent and really helpful material... By far the best and most interesting course in the series!","5
Reviewed on May 26, 2020
Great course, got lot to earn about vulnerabilities and their mitigation strategies","5
Reviewed on Nov 30, 2020
Exploiting and Securing Vulnerabilities in Java Applications is by far the best course in this series. There are practical examples, live coding, and well organized.",https://www.coursera.org/learn/exploiting-securing-vulnerabilities-java-applications,,,,
JAVA,JUnit and Mockito Unit Testing for Java Developers,N/A,N/A,N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-junit-and-mockito-unit-testing-for-java-developers-md38o,,,,
JAVA,Prepared Statements and Stored Procedures,N/A,"1,833",N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/java-database-connectivity-prepared-statements,,,,
JAVA,Building HTTP APIs with Spring,4.5,"2,050",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/java-spring,,,,
JAVA,Spring - Ecosystem and Core,3.8,"30,704",71%,3 modules,"5
Reviewed on Aug 1, 2023
Awesome course, it's a pedagogue course, I learn a lot of concepts.","5
Reviewed on Jan 31, 2023
strongly recommended for those who want to have a fundamental understanding of bean and application context.","4
Reviewed on Apr 9, 2022
it's really exciting, thanks to this course I was able to improve my level concerning the Spring framework, thank you Coursera...",https://www.coursera.org/learn/spring-ecosystem-and-core,,,,
JAVA,"Spring MVC, Spring Boot and Rest Controllers",4.2,"25,634",N/A,3 modules,"4
Reviewed on Apr 25, 2022
Labs need reworked, but the material covered in the videos was very helpful to how SpringBoot and MVC works",N/A,N/A,https://www.coursera.org/learn/spring-mvc-rest-controller,,,,
JAVA,"Android App Components - Intents, Activities, and Broadcast Receivers",4.2,"48,698",89%,5 modules,"5
Reviewed on Dec 20, 2018
More amazing and useful course and really i learn more of new things about android from this course","4
Reviewed on Sep 8, 2020
I did get insight into how deep the concepts are. I definitely need to and will work and study more on the topics taught in this course which I believe will help me more. Great course!","5
Reviewed on Oct 21, 2016
The course is a very good introductory course. The instructor explains the concepts in detail and with nice and clear examples.",https://www.coursera.org/learn/androidapps,,,,
JAVA,Object-Oriented Design,4.7,"130,464",93%,4 modules,"5
Reviewed on Aug 6, 2020
Great course to learn the concepts of Software Designing and how it is used in real business scenarios. This course is indeed very helpful for aspiring product developers who aim to be an architect.","5
Reviewed on Jul 27, 2020
This course is brilliant! Through this course, I gradually lay solid foundation in Object-Oriented Design, as well as improve my programming skills. I'd like to recommend it to my peers!","5
Reviewed on Nov 10, 2019
Really helpful. I give this curs the maximum though I thing that it would be better if there were more assignments to practice. Or more examples even they are not reviewed in the videos.",https://www.coursera.org/learn/object-oriented-design,,,,
JAVA,Desarrollo de aplicaciones móviles con Android Specialization,4.7,"16,462",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/programacion-android,,,,
JAVA,Kafka Streams API for Developers Using Java/Spring Boot 3.X,N/A,N/A,N/A,33 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-kafka-streams-api-for-developers-using-java-spring-boot-3-x-y9xwl,,,,
JAVA,"Algorithms, Part I",4.9,"1,355,745",97%,13 modules,"5
Reviewed on May 10, 2019
The best online course I've taken so far. The autograder really does its job! The tests are so thorough that it always takes me several attempts to finish an assignment, but it is always worth it!","5
Reviewed on Sep 9, 2020
It was an wonder ful course that makes me proud and I was little disappointed that I can't get my certification after completion of it I was really tried hard to get on to so provide certificate","5
Reviewed on Sep 20, 2016
The material and the teaching method are absolutely amazing. Not just a course for algorithms, but a course on ""how to teach a course right"" .. very thankful to the instructors and facilitators.",https://www.coursera.org/learn/algorithms-part1,,,,
JAVA,App Engine: Qwik Start - Java,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-app-engine-qwik-start-java-jp6zm,,,,
JAVA,Master Java Unit Testing with Spring Boot and Mockito,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-master-java-unit-testing-with-spring-boot-and-mockito-zxzu2,,,,
JAVA,Advanced Java Concepts and Collections,N/A,N/A,N/A,7 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-java-concepts-and-collections-e66rj,,,,
JAVA,Secure Coding Practices Specialization,4.5,"11,682",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/secure-coding-practices,,,,
JAVA,Managing Scope in a Java Enterprise Edition Application,4.4,"3,479",N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/managing-scope-java-enterprise-edition-application,,,,
JAVA,Design Patterns,4.7,"91,473",90%,4 modules,"5
Reviewed on Jul 3, 2020
The course was really recommended for a good kick start in design patterns and it would be more effective if you follow this course along with head first design patterns book","5
Reviewed on Jan 24, 2022
Excellent course! Instructor easy description as well as lots examples helps me to solidify my object oriented and design pattern principles. Thank you so much for this course.","5
Reviewed on Mar 18, 2022
The course and the instructor was so good. The curriculum was well designed and of appropriate length. I really enjoyed and learnt skills that I would be able to apply while developing real software",https://www.coursera.org/learn/design-patterns,,,,
JAVA,Princípios de Desenvolvimento Ágil de Software,4.6,"30,861",97%,4 modules,"5
Reviewed on Mar 22, 2019
Excelente curso
Att.

Rafael de Sá Mascarenhas","5
Reviewed on Jun 12, 2017
Curso extremamente essencial para desenvolvedores que trabalham ou pretendem trabalhar com ágil.","5
Reviewed on Feb 8, 2017
Muito bom como todos os outros cursos do ITA no coursera",https://www.coursera.org/learn/principios-de-desenvolvimento-agil-de-software,,,,
JAVA,Introdução ao Desenvolvimento de Aplicativos Android,4.5,"21,750",97%,6 modules,"5
Reviewed on Sep 18, 2019
Ótimo Conteudo. O site tem uma fácil e intuitiva navegação... Excelente curso.","5
Reviewed on May 29, 2020
Gostaria uma segunda parte sobre uso de codigo C no android studio e outras bibliotecas","5
Reviewed on Sep 15, 2022
Excelente didática
Parabéns e obrigado pelo conteúdo",https://www.coursera.org/learn/introducao-aplicativos-android,,,,
